"customer_id","product_count"
10757,6
10766,6
10767,6
10770,6
10779,6
10785,6
10789,6
10790,6
10795,6
10796,6
10812,6
10814,6
10821,6
10826,6
10827,6
10832,6
10833,6
10837,6
10839,6
10841,6
10846,6
10854,6
10855,6
10856,6
10858,6
10862,6
10868,6
10870,6
10872,6
10882,6
10888,6
10897,6
10905,6
10906,6
10909,6
10913,6
10914,6
10925,6
10928,6
10936,6
10949,6
10951,6
10955,6
10965,6
10967,6
10968,6
10971,6
10972,6
10981,6
10983,6
10991,6
10992,6
10995,6
11003,6
11004,6
11007,6
11010,6
11013,6
11025,6
11030,6
11031,6
11039,6
11051,6
11056,6
11071,6
11074,6
11075,6
11084,6
11086,6
11088,6
11091,6
11092,6
11096,6
11100,6
11101,6
11110,6
11112,6
11114,6
11121,6
11133,6
11148,6
11166,6
11171,6
11176,6
11178,6
11181,6
11187,6
11188,6
11191,6
